care_name,prom_career,num_care,prom_career_ar
Food and Cooking,What is an easy way to make a pasta recipe that features white sauce and mushroom?,,ما هي الطريقة السهلة لإعداد وصفة المعكرونة التي تحتوي على الصلصة البيضاء والفطر؟
Food and Cooking,What would be a good bottle of wine to serve with Chicken roast dinner?,,ما هي زجاجة النبيذ الجيدة التي يمكن تقديمها مع عشاء الدجاج المشوي؟
Food and Cooking,"I have only three ingredients - Onion, tomato, and spinach. Can you show me 3 meals that i can cook with these ingredients?",,لدي ثلاثة مكونات فقط - البصل والطماطم والسبانخ. هل يمكنك أن تريني 3 وجبات يمكنني طهيها بهذه المكونات؟
Food and Cooking,What is a good food suggestion for someone who has had a bad day,,ما هو اقتراح الطعام الجيد لشخص كان لديه يوم سيء؟
Food and Cooking,Can you give a dessert suggestion on a stressful day,,هل يمكنك تقديم اقتراح الحلوى في يوم مرهق؟
Food and Cooking,Suggest a multi-course dinner party menu with winter ingredients,,اقترح قائمة حفل عشاء متعددة الأطباق مع المكونات الشتوية
Food and Cooking,Write a persuasive message to a potential employer explaining my relocation for a chef role.,,اكتب رسالة مقنعة إلى صاحب العمل المحتمل تشرح فيها انتقالي إلى وظيفة طاهٍ.
Food and Cooking,What are the most popular cuisines around the world?,,ما هي أشهر المأكولات حول العالم؟
Food and Cooking,What are some healthy meal options for lunch?,,ما هي بعض خيارات الوجبات الصحية لتناول طعام الغداء؟
Food and Cooking,Can you suggest some easy to make breakfast ideas?,,هل يمكنك اقتراح بعض الأفكار السهلة لإعداد وجبة الإفطار؟
Food and Cooking,What are some traditional dishes from your country?,,ما هي بعض الأطباق التقليدية من بلدك؟
Food and Cooking,What are some vegetarian meal ideas?,,ما هي بعض الأفكار وجبة نباتية؟
Food and Cooking,What are the most common cooking techniques used in the kitchen?,,ما هي تقنيات الطبخ الأكثر شيوعاً المستخدمة في المطبخ؟
Food and Cooking,Can you suggest some gluten-free dessert recipes?,,هل يمكنك اقتراح بعض وصفات الحلوى الخالية من الغلوتين؟
Food and Cooking,What are some popular spices used in Indian cooking?,,ما هي بعض التوابل الشعبية المستخدمة في الطبخ الهندي؟
Food and Cooking,How can I make my own pasta from scratch?,,كيف يمكنني صنع المعكرونة الخاصة بي من الصفر؟
Food and Cooking,What are some healthy snacks I can have between meals?,,ما هي بعض الوجبات الخفيفة الصحية التي يمكنني تناولها بين الوجبات؟
Food and Cooking,Can you suggest some easy to make appetizers for a party?,,هل يمكنك اقتراح بعض المقبلات السهلة التحضير للحفلات؟
Food and Cooking,How can I make a perfect pizza at home?,,كيف يمكنني تحضير بيتزا مثالية في المنزل؟
Food and Cooking,What are some easy to make soup recipes for winter?,,ما هي بعض وصفات الحساء السهلة لفصل الشتاء؟
Food and Cooking,Can you suggest some healthy smoothie recipes for breakfast?,,هل يمكنك اقتراح بعض وصفات العصير الصحي لوجبة الإفطار؟
Food and Cooking,What are some popular herbs and spices used in Mediterranean cooking?,,ما هي بعض الأعشاب والتوابل الشعبية المستخدمة في الطبخ في منطقة البحر الأبيض المتوسط؟
Food and Cooking,How can I make perfect rice every time?,,كيف يمكنني تحضير أرز مثالي في كل مرة؟
Food and Cooking,What are some quick and easy to make dinner ideas?,,ما هي بعض أفكار العشاء السريعة والسهلة؟
Food and Cooking,Can you suggest some healthy salad recipes?,,هل يمكنك اقتراح بعض وصفات السلطة الصحية؟
Food and Cooking,What are some popular baking ingredients and tools?,,ما هي بعض مكونات وأدوات الخبز الشعبية؟
Food and Cooking,How can I make my own sourdough bread from scratch?,,كيف يمكنني صنع خبز العجين المخمر بنفسي من الصفر؟
Food and Cooking,What are some low-carb meal options?,,ما هي بعض خيارات الوجبات منخفضة الكربوهيدرات؟
Food and Cooking,Can you suggest some easy to make vegetarian pasta recipes?,,هل يمكنك اقتراح بعض وصفات المعكرونة النباتية السهلة؟
Food and Cooking,What are some popular spices and herbs used in Mexican cooking?,,ما هي بعض التوابل والأعشاب الشعبية المستخدمة في الطبخ المكسيكي؟
Food and Cooking,How can I make a perfect omelette?,,كيف يمكنني تحضير عجة مثالية؟
Food and Cooking,What are some healthy snacks I can have while watching a movie?,,ما هي بعض الوجبات الخفيفة الصحية التي يمكنني تناولها أثناء مشاهدة فيلم؟
Food and Cooking,Can you suggest some easy to make dessert recipes using seasonal fruits?,,هل يمكنك اقتراح بعض وصفات الحلوى السهلة باستخدام الفواكه الموسمية؟
Food and Cooking,What are some popular ingredients used in Chinese cooking?,,ما هي بعض المكونات الشعبية المستخدمة في الطبخ الصيني؟
Food and Cooking,How can I make my own salad dressing from scratch?,,كيف يمكنني صنع صلصة السلطة الخاصة بي من الصفر؟
Creativity and Productivity,"How to create a website: Whether you���re building a personal blog or a business website, ChatGPT can help you with the technical aspects of website development, including HTML, CSS, and JavaScript coding.",,"كيفية إنشاء موقع ويب: سواء كنت تقوم بإنشاء مدونة شخصية أو موقع ويب تجاري، يمكن لـ ChatGPT مساعدتك في الجوانب الفنية لتطوير موقع الويب، بما في ذلك ترميز HTML وCSS وJavaScript."
Creativity and Productivity,"How to start a business: Starting a business can be daunting, but ChatGPT can help you with everything from creating a business plan to identifying your target market.",,"كيفية بدء مشروع تجاري: قد يكون بدء مشروع تجاري أمرًا شاقًا، ولكن ChatGPT يمكن أن يساعدك في كل شيء بدءًا من إنشاء خطة عمل وحتى تحديد السوق المستهدف."
Creativity and Productivity,"How to write a resume: A well-written resume is key to landing a job, and ChatGPT can help you create a resume that highlights your skills and experiences in the best possible way.",,"كيفية كتابة السيرة الذاتية: السيرة الذاتية المكتوبة بشكل جيد هي المفتاح للحصول على وظيفة، ويمكن أن يساعدك ChatGPT في إنشاء سيرة ذاتية تسلط الضوء على مهاراتك وخبراتك بأفضل طريقة ممكنة."
Creativity and Productivity,"How to improve public speaking skills: Public speaking can be nerve-wracking, but ChatGPT can provide tips and strategies for overcoming nerves and delivering a great presentation.",,"كيفية تحسين مهارات التحدث أمام الجمهور: يمكن أن يكون التحدث أمام الجمهور أمرًا مثيرًا للأعصاب، لكن ChatGPT يمكنه تقديم نصائح واستراتيجيات للتغلب على التوتر وتقديم عرض تقديمي رائع."
Creativity and Productivity,"How to create a budget: Creating a budget is essential for managing your finances, and ChatGPT can assist you in setting financial goals and creating a plan to achieve them.",,"كيفية إنشاء الميزانية: يعد إنشاء الميزانية أمرًا ضروريًا لإدارة أموالك، ويمكن لـ ChatGPT مساعدتك في تحديد الأهداف المالية وإنشاء خطة لتحقيقها."
Creativity and Productivity,"How to cook a specific dish: Whether you���re an experienced cook or a beginner, ChatGPT can provide step-by-step instructions and recipe ideas for various dishes.",,"كيفية طهي طبق معين: سواء كنت طباخًا ذو خبرة أو مبتدئًا، يمكن لـ ChatGPT توفير إرشادات خطوة بخطوة وأفكار وصفات لأطباق متنوعة."
Creativity and Productivity,"How to fix a common household problem: ChatGPT can help you troubleshoot common household problems such as leaky faucets, clogged drains, and more.",,كيفية إصلاح مشكلة منزلية شائعة: يمكن أن يساعدك ChatGPT في استكشاف المشكلات المنزلية الشائعة وإصلاحها مثل الحنفيات المتسربة والمصارف المسدودة والمزيد.
Creativity and Productivity,"How to plan a vacation: From researching destinations and finding the best deals on flights and accommodations to creating an itinerary and packing list, ChatGPT can help you plan the perfect vacation.",,"كيفية التخطيط لقضاء إجازة: بدءًا من البحث عن الوجهات والعثور على أفضل العروض على رحلات الطيران وأماكن الإقامة وحتى إنشاء خط سير الرحلة وقائمة التعبئة، يمكن أن يساعدك ChatGPT في التخطيط لقضاء عطلة مثالية."
Creativity and Productivity,"How to play a musical instrument: If you���re interested in learning to play a musical instrument, ChatGPT can provide beginner-friendly tutorials and exercises for guitar, piano, and more.",,"كيفية العزف على آلة موسيقية: إذا كنت مهتمًا بتعلم العزف على آلة موسيقية، فيمكن لـ ChatGPT توفير دروس وتمارين مناسبة للمبتدئين للجيتار والبيانو والمزيد."
Creativity and Productivity,"How to build a computer: Building a computer can be fun and rewarding, and ChatGPT can guide choosing components and assembling your computer.",,"كيفية بناء جهاز كمبيوتر: يمكن أن يكون بناء جهاز كمبيوتر أمرًا ممتعًا ومفيدًا، ويمكن لـ ChatGPT توجيه اختيار المكونات وتجميع جهاز الكمبيوتر الخاص بك."
Creativity and Productivity,"How to perform basic car maintenance: ChatGPT can assist you in basic car maintenance, such as oil changes, tire rotations, and brake repairs.",,"كيفية إجراء الصيانة الأساسية للسيارة: يمكن لـ ChatGPT مساعدتك في الصيانة الأساسية للسيارة، مثل تغيير الزيت وتدوير الإطارات وإصلاح الفرامل."
Creativity and Productivity,"How to write a book: Writing a book is a big undertaking, but ChatGPT can help you with everything from generating ideas and outlining your story to editing and publishing your work.",,"كيفية كتابة كتاب: تعد كتابة كتاب مهمة كبيرة، ولكن ChatGPT يمكنه مساعدتك في كل شيء بدءًا من توليد الأفكار وتوضيح قصتك وحتى تحرير عملك ونشره."
Creativity and Productivity,How to train for a marathon: ChatGPT can provide a personalized training plan and nutrition advice to help you prepare for a marathon.,,كيفية التدريب لسباق الماراثون: يمكن لـ ChatGPT توفير خطة تدريب مخصصة ونصائح غذائية لمساعدتك في الاستعداد لسباق الماراثون.
Creativity and Productivity,"How to create a workout plan: Whether you���re looking to lose weight or build muscle, ChatGPT can help you create a workout plan that fits your goals and fitness level.",,"كيفية إنشاء خطة تمرين: سواء كنت تتطلع إلى إنقاص الوزن أو بناء العضلات، يمكن أن يساعدك ChatGPT في إنشاء خطة تمرين تناسب أهدافك ومستوى لياقتك البدنية."
Creativity and Productivity,"How to use a new piece of software: If you���re struggling to figure out how to use a new piece of software, ChatGPT can provide step-by-step instructions and troubleshooting tips.",,"كيفية استخدام برنامج جديد: إذا كنت تواجه صعوبة في معرفة كيفية استخدام برنامج جديد، فيمكن لـ ChatGPT تقديم إرشادات خطوة بخطوة ونصائح حول استكشاف الأخطاء وإصلاحها."
Creativity and Productivity,"How to make a homemade gift: ChatGPT can provide inspiration and instructions for making homemade gifts such as jewelry, candles, and more.",,كيفية صنع هدية محلية الصنع: يمكن لـ ChatGPT توفير الإلهام والتعليمات لصنع هدايا محلية الصنع مثل المجوهرات والشموع والمزيد.
Creativity and Productivity,"How to buy a car: Buying a car can be a daunting task, but ChatGPT can help you research different makes and models, negotiate with dealers, and get a good deal.",,"كيفية شراء سيارة: يمكن أن يكون شراء سيارة مهمة شاقة، لكن ChatGPT يمكن أن يساعدك في البحث عن ماركات وموديلات مختلفة، والتفاوض مع التجار، والحصول على صفقة جيدة."
Creativity and Productivity,"How to invest in the stock market: If you���re interested in investing in the stock market, ChatGPT can guide you on researching stocks, creating a diversified portfolio, and understanding the risks and potential returns associated with investing.",,"كيفية الاستثمار في سوق الأوراق المالية: إذا كنت مهتمًا بالاستثمار في سوق الأوراق المالية، فيمكن لـ ChatGPT إرشادك بشأن البحث عن الأسهم وإنشاء محفظة متنوعة وفهم المخاطر والعوائد المحتملة المرتبطة بالاستثمار."
Creativity and Productivity,"How to create a garden: Whether you���re a seasoned gardener or just starting, ChatGPT can provide tips and advice on designing a garden, selecting plants, and maintaining your garden.",,"كيفية إنشاء حديقة: سواء كنت بستانيًا متمرسًا أو بدأت للتو، يمكن لـ ChatGPT تقديم النصائح والمشورة حول تصميم الحديقة واختيار النباتات وصيانة حديقتك."
Creativity and Productivity,"How to start a blog: Starting a blog can be a great way to share your thoughts and ideas with the world, and ChatGPT can help you set up a blog, choose a platform, and create content.",,"كيفية بدء مدونة: يمكن أن يكون بدء مدونة طريقة رائعة لمشاركة أفكارك وأفكارك مع العالم، ويمكن أن يساعدك ChatGPT في إعداد مدونة، واختيار النظام الأساسي، وإنشاء المحتوى."
Creativity and Productivity,"How to learn a new language: Learning a new language can be challenging, but ChatGPT can provide resources and tips for studying grammar, vocabulary, and conversation skills.",,"كيفية تعلم لغة جديدة: يمكن أن يكون تعلم لغة جديدة أمرًا صعبًا، ولكن ChatGPT يمكنه توفير الموارد والنصائح لدراسة القواعد والمفردات ومهارات المحادثة."
Creativity and Productivity,"How to negotiate a raise: If you���re looking to negotiate a raise or a promotion, ChatGPT can guide making a case for your value and negotiating a fair compensation package.",,"كيفية التفاوض على زيادة في الراتب: إذا كنت تتطلع إلى التفاوض على زيادة أو ترقية، فيمكن لـ ChatGPT توجيهك في إثبات القيمة الخاصة بك والتفاوض على حزمة تعويض عادلة."
Creativity and Productivity,"How to plan a party: Whether you���re throwing a birthday party, a baby shower, or a dinner party, ChatGPT can help you create a guest list, plan the menu, and organize the details of your event.",,"كيفية التخطيط لحفلة: سواء كنت تقيم حفلة عيد ميلاد، أو حفل استقبال مولود جديد، أو حفل عشاء، يمكن أن يساعدك ChatGPT في إنشاء قائمة ضيوف، وتخطيط القائمة، وتنظيم تفاصيل الحدث الخاص بك."
Creativity and Productivity,"How to make a home repair: ChatGPT can provide instructions and troubleshooting tips for common home repairs, such as fixing a leaky faucet or patching a hole in the wall.",,"كيفية إصلاح المنزل: يمكن لـ ChatGPT توفير الإرشادات والنصائح حول استكشاف الأخطاء وإصلاحها للإصلاحات المنزلية الشائعة، مثل إصلاح الصنبور المتسرب أو إصلاح ثقب في الحائط."
Creativity and Productivity,"How to make a quilt: Making a quilt can be a fun and rewarding hobby, and ChatGPT can provide step-by-step instructions and patterns for creating your quilt.",,"كيفية صنع اللحاف: يمكن أن يكون صنع اللحاف هواية ممتعة ومجزية، ويمكن أن يوفر ChatGPT إرشادات وأنماط خطوة بخطوة لإنشاء اللحاف الخاص بك."
Creativity and Productivity,"How to choose a college major: Choosing a college major can be a difficult decision. Still, ChatGPT can guide exploring different fields of study and finding a major that aligns with your interests and goals.",,"كيفية اختيار التخصص الجامعي: يمكن أن يكون اختيار التخصص الجامعي قرارًا صعبًا. ومع ذلك، يمكن لـ ChatGPT توجيه استكشاف مجالات الدراسة المختلفة والعثور على التخصص الذي يتوافق مع اهتماماتك وأهدافك."
Creativity and Productivity,"How to create a vision board: A vision board can be a powerful tool for setting and achieving goals, and ChatGPT can provide tips and inspiration for creating your vision board.",,"كيفية إنشاء لوحة الرؤية: يمكن أن تكون لوحة الرؤية أداة قوية لتحديد الأهداف وتحقيقها، ويمكن لـ ChatGPT تقديم النصائح والإلهام لإنشاء لوحة الرؤية الخاصة بك."
Creativity and Productivity,"How to make a website mobile-friendly: With more and more people accessing the internet on their mobile devices, making sure your website is mobile-friendly is essential. ChatGPT can guide designing a responsive layout and optimizing your website for diff",,"كيفية جعل موقع الويب متوافقًا مع الجوّال: مع تزايد عدد الأشخاص الذين يصلون إلى الإنترنت على أجهزتهم المحمولة، يعد التأكد من أن موقع الويب الخاص بك متوافقًا مع الجوّال أمرًا ضروريًا. يمكن لـ ChatGPT توجيه تصميم تخطيط سريع الاستجابة وتحسين موقع الويب الخاص بك للاختلافات"
Creativity and Productivity,"How to make a video game: If you���re interested in creating your own video game, ChatGPT can provide resources and tutorials on game design, programming, and engine development.",,"كيفية صنع لعبة فيديو: إذا كنت مهتمًا بإنشاء لعبة فيديو خاصة بك، فيمكن لـ ChatGPT توفير الموارد والبرامج التعليمية حول تصميم الألعاب والبرمجة وتطوير المحرك."
Creativity and Productivity,"How to buy a house: Buying a house is a major life decision, and ChatGPT can help you different research neighborhoods, apply for a mortgage, and navigate the home-buying process.",,"كيفية شراء منزل: يعد شراء منزل قرارًا مهمًا في الحياة، ويمكن لـ ChatGPT مساعدتك في البحث عن أحياء مختلفة، والتقدم بطلب للحصول على رهن عقاري، والتنقل في عملية شراء المنزل."
Creativity and Productivity,How to create a social media strategy: Social media can be a powerful tool for reaching new customers and building your brand. A chatbot can help you create a social media strategy that aligns with your business goals.,,كيفية إنشاء استراتيجية لوسائل التواصل الاجتماعي: يمكن أن تكون وسائل التواصل الاجتماعي أداة قوية للوصول إلى عملاء جدد وبناء علامتك التجارية. يمكن أن يساعدك برنامج chatbot في إنشاء إستراتيجية لوسائل التواصل الاجتماعي تتوافق مع أهداف عملك.
Creativity and Productivity,"How to start a podcast: Podcasting can be a great way to share your thoughts and ideas with a wide audience, and ChatGPT can provide tips and resources for creating, editing, and promoting your podcast.",,"كيفية بدء البودكاست: يمكن أن يكون البث الصوتي طريقة رائعة لمشاركة أفكارك وأفكارك مع جمهور واسع، ويمكن لـ ChatGPT تقديم النصائح والموارد لإنشاء البودكاست الخاص بك وتحريره والترويج له."
Creativity and Productivity,"How to create a content calendar: Whether you���re a blogger, a marketer, or a business owner, a content calendar can help you stay organized and on track with your content creation. ChatGPT can assist you in creating a content calendar that aligns with you",,"كيفية إنشاء تقويم محتوى: سواء كنت مدونًا أو مسوقًا أو صاحب عمل، يمكن أن يساعدك تقويم المحتوى في البقاء منظمًا وعلى المسار الصحيح لإنشاء المحتوى الخاص بك. بإمكان ChatGPT مساعدتك في إنشاء تقويم محتوى يتوافق معك"
Creativity and Productivity,"How to make a scrapbook: Scrapbooking is a fun and creative way to preserve memories and tell your story, and ChatGPT can provide inspiration and tutorials for creating your scrapbook.",,"كيفية إنشاء سجل قصاصات: يعد Scrapbooking طريقة ممتعة ومبتكرة للحفاظ على الذكريات وسرد قصتك، ويمكن أن يوفر لك ChatGPT الإلهام والبرامج التعليمية لإنشاء سجل القصاصات الخاص بك."
Creativity and Productivity,"How to make a short film: Making a short film can be a fun and rewarding experience, and ChatGPT can guide writing a script, casting actors, and editing your film.",,"كيفية صنع فيلم قصير: يمكن أن يكون صنع فيلم قصير تجربة ممتعة ومفيدة، ويمكن لـ ChatGPT توجيه كتابة السيناريو واختيار الممثلين وتحرير الفيلم الخاص بك."
Creativity and Productivity,"How to buy a pet: Buying a pet is a big responsibility, and ChatGPT can advise on researching different breeds, finding a reputable breeder, and preparing your home for your new pet.",,"كيفية شراء حيوان أليف: يعد شراء حيوان أليف مسؤولية كبيرة، ويمكن لـ ChatGPT تقديم المشورة بشأن البحث عن سلالات مختلفة، والعثور على مربي حسن السمعة، وإعداد منزلك لحيوانك الأليف الجديد."
Creativity and Productivity,"How to create a book club: Starting a book club can be a great way to connect with other readers and discuss your favorite books, and ChatGPT can provide tips and resources for organizing and running a successful book club.",,"كيفية إنشاء نادي للكتب: يمكن أن يكون إنشاء نادي للكتب طريقة رائعة للتواصل مع القراء الآخرين ومناقشة كتبك المفضلة، ويمكن لـ ChatGPT تقديم النصائح والموارد لتنظيم وإدارة نادي كتب ناجح."
Creativity and Productivity,"How to make a craft: Making a craft can be a fun and creative hobby, and ChatGPT can provide tutorials and inspiration for various crafts, such as knitting, painting, and woodworking.",,"كيفية صنع حرفة: يمكن أن تكون صناعة الحرفة هواية ممتعة وإبداعية، ويمكن أن يوفر ChatGPT دروسًا تعليمية وإلهامًا لمختلف الحرف اليدوية، مثل الحياكة والرسم والأعمال الخشبية."
Creativity and Productivity,"How to plan a wedding: Planning a wedding can be a daunting task, but ChatGPT can provide guidance on creating a budget, finding a venue, and making all the necessary arrangements for your special day.",,"كيفية التخطيط لحفل زفاف: يمكن أن يكون التخطيط لحفل زفاف مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم إرشادات حول إنشاء ميزانية، وإيجاد مكان، وإجراء جميع الترتيبات اللازمة ليومك الخاص."
Creativity and Productivity,"How to create a budget for a group project: ChatGPT can help you create a group project, including allocating resources, identifying expenses, and forecasting revenue.",,"كيفية إنشاء ميزانية لمشروع جماعي: يمكن أن يساعدك ChatGPT في إنشاء مشروع جماعي، بما في ذلك تخصيص الموارد وتحديد النفقات والتنبؤ بالإيرادات."
Creativity and Productivity,How to make a business card: A business card can be an effective tool for networking and promoting your business. ChatGPT can provide tips and templates for creating professional-looking business cards.,,كيفية عمل بطاقة عمل: يمكن أن تكون بطاقة العمل أداة فعالة للتواصل والترويج لأعمالك. يمكن لـ ChatGPT تقديم النصائح والقوالب لإنشاء بطاقات عمل ذات مظهر احترافي.
Creativity and Productivity,"How to make a game: ChatGPT can provide tips and tutorials for creating your own game, including game design, programming, and monetization.",,"كيفية إنشاء لعبة: يمكن لـ ChatGPT تقديم النصائح والبرامج التعليمية لإنشاء لعبتك الخاصة، بما في ذلك تصميم اللعبة وبرمجتها وتحقيق الدخل منها."
Creativity and Productivity,How to create a study schedule: ChatGPT can help you create a study schedule that fits your schedule and learning style and provides tips and resources for studying effectively.,,كيفية إنشاء جدول دراسة: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك الزمني وأسلوب التعلم الخاص بك ويقدم نصائح وموارد للدراسة بفعالية.
Creativity and Productivity,"How to make a poster: Posters can be a great way to promote a cause, event, or product, and ChatGPT can provide tips and templates for creating an effective poster.",,"كيفية إنشاء ملصق: يمكن أن تكون الملصقات طريقة رائعة للترويج لقضية أو حدث أو منتج، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء ملصق فعال."
Creativity and Productivity,"How to buy a gift: Buying a gift can be challenging, but ChatGPT can provide gift ideas and advice for selecting the perfect gift for any occasion.",,"كيفية شراء هدية: قد يكون شراء هدية أمرًا صعبًا، ولكن يمكن لـ ChatGPT تقديم أفكار هدايا ونصائح لاختيار الهدية المثالية لأي مناسبة."
Creativity and Productivity,"How to make a presentation: Giving a presentation can be nerve-wracking, but ChatGPT can provide tips and resources for creating a compelling and engaging presentation.",,"كيفية تقديم عرض تقديمي: قد يكون تقديم عرض تقديمي أمرًا مرهقًا للأعصاب، ولكن يمكن لـ ChatGPT تقديم نصائح وموارد لإنشاء عرض تقديمي مقنع وجذاب."
Creativity and Productivity,"How to create a business plan: A business plan is an essential tool for launching a new business, and ChatGPT can provide guidance on creating a business plan that outlines your vision, goals, and strategies.",,"كيفية إنشاء خطة عمل: تعد خطة العمل أداة أساسية لبدء عمل تجاري جديد، ويمكن لـ ChatGPT تقديم إرشادات حول إنشاء خطة عمل تحدد رؤيتك وأهدافك واستراتيجياتك."
Creativity and Productivity,"How to make a brochure: A brochure can be a great way to promote your business or organization, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية إنشاء كتيب: يمكن أن يكون الكتيب وسيلة رائعة للترويج لشركتك أو مؤسستك، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,"How to buy a cell phone: Buying a cell phone can be daunting, but ChatGPT can advise you on selecting the right phone for your needs and budget.",,"كيفية شراء هاتف محمول: قد يكون شراء هاتف محمول أمرًا شاقًا، ولكن ChatGPT يمكنه تقديم النصح لك بشأن اختيار الهاتف المناسب لاحتياجاتك وميزانيتك."
Creativity and Productivity,"How to make a website responsive: With more and more people accessing the internet on their mobile devices, it���s essential to ensure your website is responsive. ChatGPT can guide designing a responsive layout and optimizing your website for different scre",,"كيفية جعل موقع الويب سريع الاستجابة: مع تزايد عدد الأشخاص الذين يصلون إلى الإنترنت على أجهزتهم المحمولة، من الضروري التأكد من استجابة موقع الويب الخاص بك. يمكن لـ ChatGPT توجيه تصميم تخطيط سريع الاستجابة وتحسين موقع الويب الخاص بك لشاشات مختلفة"
Creativity and Productivity,"How to create a school project: Whether you���re working on a science project, a history report, or an art project, ChatGPT can provide resources and inspiration for creating a high-quality school project.",,"كيفية إنشاء مشروع مدرسي: سواء كنت تعمل على مشروع علمي، أو تقرير تاريخ، أو مشروع فني، يمكن لـ ChatGPT توفير الموارد والإلهام لإنشاء مشروع مدرسي عالي الجودة."
Creativity and Productivity,"How to make a movie: Making a movie can be a fun and rewarding experience, and ChatGPT can guide writing a script, casting actors, and editing your film.",,"كيفية صنع فيلم: يمكن أن يكون صنع فيلم تجربة ممتعة ومفيدة، ويمكن لـ ChatGPT توجيه كتابة السيناريو واختيار الممثلين وتحرير الفيلم."
Creativity and Productivity,"How to buy a gift card: Buying a gift card can be a great way to show someone you care, and ChatGPT can provide advice on selecting the perfect gift card for any occasion.",,"كيفية شراء بطاقة هدايا: يمكن أن يكون شراء بطاقة هدايا طريقة رائعة لإظهار اهتمامك لشخص ما، ويمكن لـ ChatGPT تقديم المشورة بشأن اختيار بطاقة الهدايا المثالية لأي مناسبة."
Creativity and Productivity,"How to make a portfolio: A portfolio can be a great way to showcase your work and demonstrate your skills, and ChatGPT can provide tips and templates for creating an effective portfolio.",,"كيفية إنشاء محفظة: يمكن أن تكون المحفظة طريقة رائعة لعرض عملك وإظهار مهاراتك، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء محفظة فعالة."
Creativity and Productivity,"How to create a to-do list: A to-do list can be a great way to stay organized and on track with your tasks, and ChatGPT can provide tips and templates for creating a to-do list that works for you.",,"كيفية إنشاء قائمة مهام: يمكن أن تكون قائمة المهام طريقة رائعة للبقاء منظمًا وعلى المسار الصحيح لمهامك، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء قائمة مهام تناسبك."
Creativity and Productivity,"How to make a book cover: A book cover can be a great way to attract readers and showcase your work, and ChatGPT can provide tips and templates for creating an effective book cover.",,"كيفية عمل غلاف كتاب: يمكن أن يكون غلاف الكتاب وسيلة رائعة لجذب القراء وعرض أعمالك، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء غلاف كتاب فعال."
Creativity and Productivity,"How to buy a bicycle: Buying a bicycle can be daunting, but ChatGPT can advise you on selecting the right bike for your needs and budget.",,"كيفية شراء دراجة هوائية: قد يكون شراء دراجة أمرًا شاقًا، ولكن ChatGPT يمكنه تقديم النصح لك بشأن اختيار الدراجة المناسبة لاحتياجاتك وميزانيتك."
Creativity and Productivity,"How to make a CV: A CV is an essential tool for landing a job, and ChatGPT can provide tips and templates for creating a CV that highlights your skills and experiences in the best possible way.",,"كيفية إنشاء سيرة ذاتية: السيرة الذاتية هي أداة أساسية للحصول على وظيفة، ويمكن لـ ChatGPT تقديم نصائح ونماذج لإنشاء سيرة ذاتية تسلط الضوء على مهاراتك وخبراتك بأفضل طريقة ممكنة."
Creativity and Productivity,"How to create a family tree: Creating a family tree can be a fun and rewarding way to learn about your family history, and ChatGPT can provide resources and inspiration for creating your family tree.",,"كيفية إنشاء شجرة العائلة: يمكن أن يكون إنشاء شجرة العائلة وسيلة ممتعة ومفيدة للتعرف على تاريخ عائلتك، ويمكن أن يوفر ChatGPT الموارد والإلهام لإنشاء شجرة العائلة الخاصة بك."
Creativity and Productivity,"How to make a photo album: A photo album can be a great way to preserve memories and tell your story, and ChatGPT can provide inspiration and tutorials for creating your photo album.",,"كيفية إنشاء ألبوم صور: يمكن أن يكون ألبوم الصور طريقة رائعة للاحتفاظ بالذكريات ورواية قصتك، ويمكن أن يوفر لك ChatGPT الإلهام والبرامج التعليمية لإنشاء ألبوم الصور الخاص بك."
Creativity and Productivity,"How to buy car insurance: Buying car insurance can be daunting, but ChatGPT can guide you in selecting the right coverage for your needs and budget.",,"كيفية شراء التأمين على السيارات: قد يكون شراء التأمين على السيارات أمرًا شاقًا، ولكن ChatGPT يمكنه إرشادك في اختيار التغطية المناسبة لاحتياجاتك وميزانيتك."
Creativity and Productivity,How to optimize a website search engine: Optimizing your website for search engines is essential for driving traffic and reaching your target audience. ChatGPT can guide SEO best practices and techniques.,,كيفية تحسين محرك بحث موقع الويب: يعد تحسين موقع الويب الخاص بك لمحركات البحث أمرًا ضروريًا لزيادة عدد الزيارات والوصول إلى جمهورك المستهدف. يمكن لـ ChatGPT توجيه أفضل ممارسات وتقنيات تحسين محركات البحث.
Creativity and Productivity,"How to create a research paper: Writing a research paper can be a challenging task, but ChatGPT can provide resources and tips for conducting research, organizing your information, and citing sources.",,"كيفية إنشاء ورقة بحثية: يمكن أن تكون كتابة ورقة بحثية مهمة صعبة، ولكن يمكن لـ ChatGPT توفير الموارد والنصائح لإجراء البحث وتنظيم معلوماتك والاستشهاد بالمصادر."
